user	instance_id	displayed_text	I have read and understood the instructions.:::Yes	I want to participate in this research and continue with the study.:::Yes	Does the explanation justify the answer?:::No	Does the explanation justify the answer?:::Yes	Does the explanation justify the answer?:::Weakly Yes	Does the explanation justify the answer?:::Weakly No	reason:::Contain hallucinated content (not present in the premise)	reason:::None (only if the previous answer is Yes)	reason:::Too trivial (only repeating one of the sentences)	reason:::Insufficient justification	reason:::Does not make sense (nonsensical)	reason:::Irrelevant to the task
6101c49c2727ad36a6c593af	52	"<strong>Hypothesis:</strong> a public inquiry into the future of land at blaenau gwent's blaenau gwent plant has heard the plan will not<br> <hr size=""2""><strong>Premise:</strong> The eight-day hearing in Ebbw Vale is examining the request to take over 250 hectares (600 acres) of common land. Backers, including Blaenau Gwent council, have offered around 320 hectares (800 acres) replacement land. The inquiry has heard conflicting accounts from experts over claims the circuit would damage habitats and plant life by building on the common land. Natural Resources Wales said it was ""difficult to conclude"" that the replacement land was of equal value, but it was not opposing the development overall. But an ecology report presented by the developers said there would be a ""net gain"" in biodiversity because the plans included work to enhance other habitats nearby - which the Gwent wildlife trust argued against. The Planning Inspectorate for Wales will make a recommendation after the inquiry in Ebbw vale, before Welsh government ministers have the final say on whether the plans can go ahead.<br> <hr size=""2""><strong>Relationship:</strong> contradiction<br> <hr size=""2""><strong>Explanation:</strong>  the plan will not take over 250 hectares (600 acres) of common land at blaenau gwent's blaenau gwent plant."						3					1	
6101c49c2727ad36a6c593af	264	"<strong>Hypothesis:</strong> The person is setting fire to the cameras<br> <hr size=""2""><strong>Premise:</strong> A person is burning some cameras with a blow torch<br> <hr size=""2""><strong>Relationship:</strong> entailment <br> <hr size=""2""><strong>Explanation:</strong>  the person is setting fire to the cameras."				1				6				
6101c49c2727ad36a6c593af	21	"<strong>Hypothesis:</strong> A brown and white dog is leaping in the air with a tennis ball in its mouth<br> <hr size=""2""><strong>Premise:</strong> A dog is catching a ball in mid air<br> <hr size=""2""><strong>Relationship:</strong> neutral <br> <hr size=""2""><strong>Explanation:</strong>  catching a ball in mid air does not imply leaping."				1						2		
6101c49c2727ad36a6c593af	329	"<strong>Hypothesis:</strong> The soundtrack of the film `` Far from the Madding Crowd '' was by Richard Rodney Bennett .<br> <hr size=""2""><strong>Premise:</strong> The cinematography was by Nicolas Roeg and the soundtrack was by Waluigi .<br> <hr size=""2""><strong>Relationship:</strong> contradiction <br> <hr size=""2""><strong>Explanation:</strong>  the soundtrack of  Far from the Madding Crowd '' was by Waluigi and Richard Rodney Bennett was by Richard Rodney Bennett."				1			5		4			
645612cc50e50ba936bc0af9	Explanation-Evaluation-consent.html	consent	I have read and understood the instructions.:::Yes	I want to participate in this research and continue with the study.:::Yes										
645612cc50e50ba936bc0af9	95	"<strong>Hypothesis:</strong> Lampard almost scored a goal with Ballack 's help in the final match of the 2008 UEFA Champions League final .<br> <hr size=""2""><strong>Premise:</strong> The game moved into extra time , and both teams had chances to score a vital second goal , with a Lampard left-footer hitting the underside of the crossbar and Giggs having a shot headed off the line by Terry .<br> <hr size=""2""><strong>Relationship:</strong> neutral <br> <hr size=""2""><strong>Explanation:</strong>  the two teams had chances to score a vital second goal in extra time."				1				6				
645612cc50e50ba936bc0af9	299	"<strong>Hypothesis:</strong> a unexploded world war two bomb found on a street in sheffield has been declared safe.<br> <hr size=""2""><strong>Premise:</strong> It was the fourth time in a week a device - believed to be a World War Two munition - had been found in the city. Roads around Matilda Street were sealed off at about 10:30 BST and traffic was diverted as police liaised with a military bomb disposal team. The area was declared safe by South Yorkshire Police about four hours later. Three devices were uncovered in the same area last Wednesday and a temporary cordon was put in place. More on this and other stories from across South Yorkshire<br> <hr size=""2""><strong>Relationship:</strong> entailment <br> <hr size=""2""><strong>Explanation:</strong>  the fourth time in a week a device - believed to be a World War Two munition - had been found in sheffield."				1				6				
645612cc50e50ba936bc0af9	attention_question_testing_1	"<strong>Hypothesis:</strong>  A snowboarder is grinding down a long rail<br> <hr size=""2""><strong>Premise:</strong>  A person is doing a trick on a snowboard<br> <hr size=""2""><strong>Relationship:</strong> neutral<br> <hr size=""2""><strong>Explanation:</strong> a person doing a trick on a snowboard is not necessarily grinding down a long rail. <br>This is a attention test, please select Weakly Yes, None"					2			6				
645612cc50e50ba936bc0af9	326	"<strong>Hypothesis:</strong> A shirtless man is leading a horse that is pulling a carriage<br> <hr size=""2""><strong>Premise:</strong> A shirtless woman is leading a horse that is pulling a carriage<br> <hr size=""2""><strong>Relationship:</strong> contradiction <br> <hr size=""2""><strong>Explanation:</strong>  a shirtless woman is leading a horse that is pulling a carriage."				1				6				
645612cc50e50ba936bc0af9	81	"<strong>Hypothesis:</strong> The special edition Blu-ray of `` Color of Night '' was released under license from Disney .<br> <hr size=""2""><strong>Premise:</strong> In 2018 , Kino Lorber released a special edition Blu-ray of the film ; it contains an audio commentary of director Richard Rush.<br> <hr size=""2""><strong>Relationship:</strong> neutral <br> <hr size=""2""><strong>Explanation:</strong>  the special edition blu-ray of  color of night '' was released under license from disney."				1				6				
645612cc50e50ba936bc0af9	attention_question_testing_2	"<strong>Hypothesis:</strong>  A snowboarder is grinding down a long rail<br> <hr size=""2""><strong>Premise:</strong>  A person is doing a trick on a snowboard<br> <hr size=""2""><strong>Relationship:</strong> neutral<br> <hr size=""2""><strong>Explanation:</strong> a person doing a trick on a snowboard is not necessarily grinding down a long rail. <br>This is a attention test, please select Weakly Yes, None"					2			6				
645612cc50e50ba936bc0af9	370	"<strong>Hypothesis:</strong> A brown and white dog is leaping in the air with a tennis ball in its mouth<br> <hr size=""2""><strong>Premise:</strong> A dog is catching a ball in mid air<br> <hr size=""2""><strong>Relationship:</strong> neutral <br> <hr size=""2""><strong>Explanation:</strong>  the dog is not necessarily brown and white."			4								1	
645612cc50e50ba936bc0af9	419	"<strong>Hypothesis:</strong> A man is playing an instrument<br> <hr size=""2""><strong>Premise:</strong> A man is playing the guitar<br> <hr size=""2""><strong>Relationship:</strong> entailment <br> <hr size=""2""><strong>Explanation:</strong>  the guitar is an instrument."				1				6				
645612cc50e50ba936bc0af9	417	"<strong>Hypothesis:</strong> The movie Gloria Bell grossed $ 3.4 million in the US and Canada , and less than $ 0.4 million elsewhere , totaling $ 3.7 million globally as of March 29 , 2019 .<br> <hr size=""2""><strong>Premise:</strong> As of March 29 , 2019 , Gloria Bell has grossed $ 3.4 million in the United States and Canada , and $ 0.3 million in other territories , for a worldwide total of $ 3.7 million .<br> <hr size=""2""><strong>Relationship:</strong> entailment <br> <hr size=""2""><strong>Explanation:</strong>  if the movie grossed $ 3.4 million in the united states and canada, and $ 0.3 million in other territories, then it is logical to conclude that the movie grossed $ 3.4 million elsewhere."				1				6				
645612cc50e50ba936bc0af9	7	"<strong>Hypothesis:</strong> Marcell Dareus plays for the Jacksonville Jaguars .<br> <hr size=""2""><strong>Premise:</strong> Marcell Dareus ( born March 13 , 1990 ) is an American football defensive tackle for the Jacksonville Jaguars of the National Football League ( NFL ) .<br> <hr size=""2""><strong>Relationship:</strong> entailment <br> <hr size=""2""><strong>Explanation:</strong>  Marcell Dareus is a defensive tackle for the Jacksonville Jaguars of the National Football League ( NFL )."				1				6				
645612cc50e50ba936bc0af9	59	"<strong>Hypothesis:</strong> A man is eating some food<br> <hr size=""2""><strong>Premise:</strong> The man is eating<br> <hr size=""2""><strong>Relationship:</strong> entailment <br> <hr size=""2""><strong>Explanation:</strong>  eating some food is a rephrasing of eating."				1				6				
645612cc50e50ba936bc0af9	443	"<strong>Hypothesis:</strong> Marsha Mason is a former resident of New Mexico .<br> <hr size=""2""><strong>Premise:</strong> A resident of New Mexico , she had a farmSee the article , `` Marsha Mason 's Organic Farm and Estate . ''<br> <hr size=""2""><strong>Relationship:</strong> neutral <br> <hr size=""2""><strong>Explanation:</strong>  just because she is a resident of new mexico doesn't mean she is a former resident."				1				6			1	
5d3067ad3c028b001782ab68	Explanation-Evaluation-consent.html	consent	I have read and understood the instructions.:::Yes	I want to participate in this research and continue with the study.:::Yes										
5d3067ad3c028b001782ab68	172	"<strong>Hypothesis:</strong> There is no young boy singing and playing a guitar<br> <hr size=""2""><strong>Premise:</strong> A young boy is singing and playing a guitar<br> <hr size=""2""><strong>Relationship:</strong> contradiction <br> <hr size=""2""><strong>Explanation:</strong>  the boy cannot be both singing and playing a guitar simultaneously."						3				2		
5d3067ad3c028b001782ab68	402	"<strong>Hypothesis:</strong> The bunch of men are playing with the mud on a rugby field<br> <hr size=""2""><strong>Premise:</strong> Some men are playing rugby<br> <hr size=""2""><strong>Relationship:</strong> neutral <br> <hr size=""2""><strong>Explanation:</strong>  just because some men are playing rugby does not mean they are playing with the mud."				1				6				
5d3067ad3c028b001782ab68	289	"<strong>Hypothesis:</strong> There is no badger shrewdly digging the earth<br> <hr size=""2""><strong>Premise:</strong> The badger is burrowing a hole<br> <hr size=""2""><strong>Relationship:</strong> contradiction <br> <hr size=""2""><strong>Explanation:</strong>  the badger cannot be shrewdly digging the earth."						3				2		
5d3067ad3c028b001782ab68	attention_question_testing_1	"<strong>Hypothesis:</strong>  A snowboarder is grinding down a long rail<br> <hr size=""2""><strong>Premise:</strong>  A person is doing a trick on a snowboard<br> <hr size=""2""><strong>Relationship:</strong> neutral<br> <hr size=""2""><strong>Explanation:</strong> a person doing a trick on a snowboard is not necessarily grinding down a long rail. <br>This is a attention test, please select Weakly Yes, None"					2			6				
5d3067ad3c028b001782ab68	24	"<strong>Hypothesis:</strong> more than 100 pilot whales have washed up on the southern indian state of tamil nadu.<br> <hr size=""2""><strong>Premise:</strong> Thirty-six whales were rescued and pushed back into the sea at Tuticorin on Tuesday, but 28 of them floated back to the shore and died on Wednesday. Earlier, 45 whales died after 81 of the animals were stranded on Monday. The last time such an incident occurred in Tuticorin was in 1973 when 147 whales died. Local fishermen, helped by officials, have been using mechanised boats to float the stranded whales back into the sea, but many of the animals have returned to the shore, BBC Hindi's Imran Qureshi reports. ""This is a well known phenomenon. When there is mass stranding, whales return ashore. Pilot whales are very social animals and they live in groups. They are very aware that some of their group members are in distress on the shore, possibly dead, so they don't wish to go back into the sea,"" whale expert Dr Kumaran Sathasivam said. The dead whales are being buried near the shore at Tuticorin, officials say.<br> <hr size=""2""><strong>Relationship:</strong> entailment <br> <hr size=""2""><strong>Explanation:</strong>  than 100 pilot whales have washed up on the southern indian state of tamil nadu."			4						4			
5d3067ad3c028b001782ab68	186	"<strong>Hypothesis:</strong> A man is filling a plastic container<br> <hr size=""2""><strong>Premise:</strong> A man is emptying a plastic container<br> <hr size=""2""><strong>Relationship:</strong> contradiction <br> <hr size=""2""><strong>Explanation:</strong>  emptying and filling are different actions."				1				6				
5d3067ad3c028b001782ab68	attention_question_testing_2	"<strong>Hypothesis:</strong>  A snowboarder is grinding down a long rail<br> <hr size=""2""><strong>Premise:</strong>  A person is doing a trick on a snowboard<br> <hr size=""2""><strong>Relationship:</strong> neutral<br> <hr size=""2""><strong>Explanation:</strong> a person doing a trick on a snowboard is not necessarily grinding down a long rail. <br>This is a attention test, please select Weakly Yes, None"					2			6				
5d3067ad3c028b001782ab68	419	"<strong>Hypothesis:</strong> A man is playing an instrument<br> <hr size=""2""><strong>Premise:</strong> A man is playing the guitar<br> <hr size=""2""><strong>Relationship:</strong> entailment <br> <hr size=""2""><strong>Explanation:</strong>  the guitar is an instrument."				1				6				
5d3067ad3c028b001782ab68	417	"<strong>Hypothesis:</strong> The movie Gloria Bell grossed $ 3.4 million in the US and Canada , and less than $ 0.4 million elsewhere , totaling $ 3.7 million globally as of March 29 , 2019 .<br> <hr size=""2""><strong>Premise:</strong> As of March 29 , 2019 , Gloria Bell has grossed $ 3.4 million in the United States and Canada , and $ 0.3 million in other territories , for a worldwide total of $ 3.7 million .<br> <hr size=""2""><strong>Relationship:</strong> entailment <br> <hr size=""2""><strong>Explanation:</strong>  if the movie grossed $ 3.4 million in the united states and canada, and $ 0.3 million in other territories, then it is logical to conclude that the movie grossed $ 3.4 million elsewhere."			4								1	
5d3067ad3c028b001782ab68	275	"<strong>Hypothesis:</strong> a new flight to the highlands and islands airports has been launched by the scottish government.<br> <hr size=""2""><strong>Premise:</strong> KLM has added a 06:00 weekday flight from the Highlands airport and an evening flight from Schiphol. Highlands and Islands Airports Limited (Hial) said the flights would allow people to spend a full day in the Netherlands before returning home. It is the latest addition from KLM since it started Inverness-Amsterdam flights last year.<br> <hr size=""2""><strong>Relationship:</strong> contradiction<br> <hr size=""2""><strong>Explanation:</strong>  a new flight to the highlands and islands airports has been launched by the scottish government."			4						4			
5d3067ad3c028b001782ab68	234	"<strong>Hypothesis:</strong> prince william has said she is ``incredibly important''to be the queen's 90th birthday, as he celebrates her 90th birthday.<br> <hr size=""2""><strong>Premise:</strong> He was speaking in a BBC interview in which he paid tribute to the Queen on the eve of her 90th birthday. She had been a ""guiding example"" of what a good monarch should be, he said. Meanwhile, a picture of the Queen, the Prince of Wales, Prince William and Prince George, for stamps to mark the monarch's birthday, has been released. The Queen, accompanied by the Duke of Edinburgh, met staff and viewed an exhibition at Windsor's Royal Mail delivery office in the first of a series of events to mark her birthday on Thursday. Text and video coverage of the day's events 'Super fans' turn out to glimpse Queen in Windsor In pictures: The Queen at 90 in 90 images BBC - iWonder - Queen Elizabeth II- Britainâ€™s longest reigning monarch Full coverage: Queen at 90 Her visit marked the 500th anniversary of the postal service and she was welcomed with singing from the Royal Mail choir. The royals then headed to Alexandra Gardens in the town for a ceremony to officially open a new bandstand and met pupils from the six schools involved in its decoration. The children also sang Happy Birthday. Prime Minister David Cameron and Labour leader Jeremy Corbyn were among the political leaders who said they were looking forward to wishing the Queen a happy birthday, at Prime Minister's Questions. Mr Cameron said Thursday was an ""important landmark"", adding the monarch had served the nation with ""dignity"". In an interview with BBC royal correspondent Nicholas Witchell, Prince William said: ""The Queen's duty and her service, her tolerance, her commitment to others - I think that's all been incredibly important to me and it's been a real guiding example of just what a good monarch could be."" The prince's own commitment to royal duty has been questioned in recent months, with headlines in some newspapers referring to him as ""work-shy William"". He said he did not ignore such criticisms but did not take them completely to heart. ""I take duty very seriously. I take my responsibilities very seriously. But it's about finding your own way at the right time and if you're not careful duty can sort of weigh you down an awful lot at a very early age and I think you've got to develop into the duty role,"" he said. He said both his father and grandmother fully supported the fact that he was not yet fully engaged with royal duties, but when the time came to accept more responsibility he would do so. 'I don't lie awake waiting to be king'- full Prince William interview BBC deputy royal correspondent Sarah Campbell The recent headlines about William being a ""work shy"" prince signalled a change in the relationship between the prince and a press pack who, up until now, have rarely criticised him. In the BBC's interview, it was interesting to see his response. He accepts that he will be criticised ""but it's not something I take completely to heart"". An indication that negative headlines are likely to be par for the course in his role as a future heir but won't necessarily influence his decisions. It was clear that his priority remains trying to live as normal a life as possible for as long as possible, both for the sake of his wife and children but also himself. There was also a rare insight into what kind of monarch he plans to be. When asked about the different approach to public life taken by his father as opposed to the Queen his response was that the latter was ""the best role model I could have in front of me"". Full details of Queen's birthday celebrations Ten stamps have been released to celebrate the Queen's birthday, including a stamp sheet featuring four generations of the Royal Family. The picture of the Queen, Prince Charles, Prince William and Prince George was taken at Buckingham Palace last year. Six further stamps have been released for the head of state's 90th birthday, three focusing on the Queen's family life and three honouring her official role. On her actual birthday, on Thursday, the Queen and Prince Philip will walk around Windsor and unveil a plaque marking The Queen's Walkway, a 6.3km self-guided walking trail connecting 63 points of significance. It was designed to recognise the moment the monarch broke the record on 9 September 2015 held by her great-great-grandmother Queen Victoria by being on the throne for 63 years and seven months. In the evening, she will light a beacon setting in train a series of more than 900 beacons across the UK and around the world to mark the milestone birthday. On Friday, US President Barack Obama and First Lady Michelle Obama will join the Queen for lunch at Windsor Castle. Britain's longest-serving monarch celebrates two birthdays each year, her actual birthday on 21 April and her official birthday on a Saturday in June. Republic said the Queen's birthday ""does not warrant this kind of coverage"" and that the BBC had a ""duty to report, not to celebrate the royals"". Graham Smith, the republican pressure group's CEO, added that the BBC had ""failed completely"" to report the birthday in a way that was ""fair, balanced and proportionate"".<br> <hr size=""2""><strong>Relationship:</strong> entailment <br> <hr size=""2""><strong>Explanation:</strong>  a picture of the queen, prince of wales, prince william and prince george has been released to mark the queen's 90th birthday."			4									3
5d3067ad3c028b001782ab68	288	"<strong>Hypothesis:</strong> The person is setting fire to the cameras<br> <hr size=""2""><strong>Premise:</strong> A person is burning some cameras with a blow torch<br> <hr size=""2""><strong>Relationship:</strong> entailment <br> <hr size=""2""><strong>Explanation:</strong>  burning some cameras with a blow torch is setting fire to the cameras"				1				6				
611e20464a435b1b494f042d	Explanation-Evaluation-consent.html	consent	I have read and understood the instructions.:::Yes	I want to participate in this research and continue with the study.:::Yes										
611e20464a435b1b494f042d	8	"<strong>Hypothesis:</strong> Roberto Orci worked alone .<br> <hr size=""2""><strong>Premise:</strong> In 2013 , they created Sleepy Hollow alongside Phillip Iscove .<br> <hr size=""2""><strong>Relationship:</strong> contradiction <br> <hr size=""2""><strong>Explanation:</strong>  Phillip Iscove and Roberto Orci worked together, while Roberto Orci worked alone."			4								1	
611e20464a435b1b494f042d	attention_question_testing_1	"<strong>Hypothesis:</strong>  A snowboarder is grinding down a long rail<br> <hr size=""2""><strong>Premise:</strong>  A person is doing a trick on a snowboard<br> <hr size=""2""><strong>Relationship:</strong> neutral<br> <hr size=""2""><strong>Explanation:</strong> a person doing a trick on a snowboard is not necessarily grinding down a long rail. <br>This is a attention test, please select Weakly Yes, None"					2			6				
611e20464a435b1b494f042d	attention_question_testing_2	"<strong>Hypothesis:</strong>  A snowboarder is grinding down a long rail<br> <hr size=""2""><strong>Premise:</strong>  A person is doing a trick on a snowboard<br> <hr size=""2""><strong>Relationship:</strong> neutral<br> <hr size=""2""><strong>Explanation:</strong> a person doing a trick on a snowboard is not necessarily grinding down a long rail. <br>This is a attention test, please select Weakly Yes, None"					2			6				
611e20464a435b1b494f042d	191	"<strong>Hypothesis:</strong> prince william has said she is ``incredibly important''to be the queen's 90th birthday, as he celebrates her 90th birthday.<br> <hr size=""2""><strong>Premise:</strong> He was speaking in a BBC interview in which he paid tribute to the Queen on the eve of her 90th birthday. She had been a ""guiding example"" of what a good monarch should be, he said. Meanwhile, a picture of the Queen, the Prince of Wales, Prince William and Prince George, for stamps to mark the monarch's birthday, has been released. The Queen, accompanied by the Duke of Edinburgh, met staff and viewed an exhibition at Windsor's Royal Mail delivery office in the first of a series of events to mark her birthday on Thursday. Text and video coverage of the day's events 'Super fans' turn out to glimpse Queen in Windsor In pictures: The Queen at 90 in 90 images BBC - iWonder - Queen Elizabeth II- Britainâ€™s longest reigning monarch Full coverage: Queen at 90 Her visit marked the 500th anniversary of the postal service and she was welcomed with singing from the Royal Mail choir. The royals then headed to Alexandra Gardens in the town for a ceremony to officially open a new bandstand and met pupils from the six schools involved in its decoration. The children also sang Happy Birthday. Prime Minister David Cameron and Labour leader Jeremy Corbyn were among the political leaders who said they were looking forward to wishing the Queen a happy birthday, at Prime Minister's Questions. Mr Cameron said Thursday was an ""important landmark"", adding the monarch had served the nation with ""dignity"". In an interview with BBC royal correspondent Nicholas Witchell, Prince William said: ""The Queen's duty and her service, her tolerance, her commitment to others - I think that's all been incredibly important to me and it's been a real guiding example of just what a good monarch could be."" The prince's own commitment to royal duty has been questioned in recent months, with headlines in some newspapers referring to him as ""work-shy William"". He said he did not ignore such criticisms but did not take them completely to heart. ""I take duty very seriously. I take my responsibilities very seriously. But it's about finding your own way at the right time and if you're not careful duty can sort of weigh you down an awful lot at a very early age and I think you've got to develop into the duty role,"" he said. He said both his father and grandmother fully supported the fact that he was not yet fully engaged with royal duties, but when the time came to accept more responsibility he would do so. 'I don't lie awake waiting to be king'- full Prince William interview BBC deputy royal correspondent Sarah Campbell The recent headlines about William being a ""work shy"" prince signalled a change in the relationship between the prince and a press pack who, up until now, have rarely criticised him. In the BBC's interview, it was interesting to see his response. He accepts that he will be criticised ""but it's not something I take completely to heart"". An indication that negative headlines are likely to be par for the course in his role as a future heir but won't necessarily influence his decisions. It was clear that his priority remains trying to live as normal a life as possible for as long as possible, both for the sake of his wife and children but also himself. There was also a rare insight into what kind of monarch he plans to be. When asked about the different approach to public life taken by his father as opposed to the Queen his response was that the latter was ""the best role model I could have in front of me"". Full details of Queen's birthday celebrations Ten stamps have been released to celebrate the Queen's birthday, including a stamp sheet featuring four generations of the Royal Family. The picture of the Queen, Prince Charles, Prince William and Prince George was taken at Buckingham Palace last year. Six further stamps have been released for the head of state's 90th birthday, three focusing on the Queen's family life and three honouring her official role. On her actual birthday, on Thursday, the Queen and Prince Philip will walk around Windsor and unveil a plaque marking The Queen's Walkway, a 6.3km self-guided walking trail connecting 63 points of significance. It was designed to recognise the moment the monarch broke the record on 9 September 2015 held by her great-great-grandmother Queen Victoria by being on the throne for 63 years and seven months. In the evening, she will light a beacon setting in train a series of more than 900 beacons across the UK and around the world to mark the milestone birthday. On Friday, US President Barack Obama and First Lady Michelle Obama will join the Queen for lunch at Windsor Castle. Britain's longest-serving monarch celebrates two birthdays each year, her actual birthday on 21 April and her official birthday on a Saturday in June. Republic said the Queen's birthday ""does not warrant this kind of coverage"" and that the BBC had a ""duty to report, not to celebrate the royals"". Graham Smith, the republican pressure group's CEO, added that the BBC had ""failed completely"" to report the birthday in a way that was ""fair, balanced and proportionate"".<br> <hr size=""2""><strong>Relationship:</strong> entailment <br> <hr size=""2""><strong>Explanation:</strong>  william said the Queen was a 'guiding example' of what a good monarch should be. he said she has been a ""guiding example"" of what a good monarch could be. the prince said he does not take criticisms of his royal duties too seriously."				1				6				
611e20464a435b1b494f042d	188	"<strong>Hypothesis:</strong> a 16-year-old boy has become the first teenager to play taekwondo in the world, says the british taekwondo federation's chief executive.<br> <hr size=""2""><strong>Premise:</strong> Luke, 18, is one of 14 successful candidates from the 282 youngsters who entered the Fighting Chance scheme. GB Taekwondo chief Gary Hall said that, like his sister Jade, the teenager is ""a good character"". Hall added: ""He hasn't got the tactical game finesse his sister has but he has a lot of the basic ingredients."" The 14 who made the cut will undergo a three-month training regime before fighting at the Austrian Open in June. Performance director Hall added: ""This group is really strong. We have done [the Fighting Chance scheme] four times and this has got to be one of the strongest intakes we have had. ""They will go on a three-month programme, including participation in the Austrian Open, to see how they perform. ""If they are really making progress in the system then we will continue with them."" Find out how to get into taekwondo in our special guide.<br> <hr size=""2""><strong>Relationship:</strong> contradiction<br> <hr size=""2""><strong>Explanation:</strong>  Luke is the first teenager to play taekwondo in the world."				1				6				
611e20464a435b1b494f042d	251	"<strong>Hypothesis:</strong> The film The Invisible Man was based on a novel by H. P. Lovecraft .<br> <hr size=""2""><strong>Premise:</strong> The Invisible Man is an American 1933 Pre-Code science fiction horror film based on H. G. Wells ' science fiction novel The Invisible Man , published in 1897 , as adapted by R.C . Sherriff , Philip Wylie and Preston Sturges , whose work was considered unsatisfactory and who was taken off the project .<br> <hr size=""2""><strong>Relationship:</strong> contradiction <br> <hr size=""2""><strong>Explanation:</strong>  the novel was not H. P. Lovecraft."				1						2		
611e20464a435b1b494f042d	146	"<strong>Hypothesis:</strong> Alexandria is the largest seaport in Egypt .<br> <hr size=""2""><strong>Premise:</strong> Alexandria is Egypt 's smallest seaport , serving approximately 20 % of Egypt 's imports and exports .<br> <hr size=""2""><strong>Relationship:</strong> contradiction <br> <hr size=""2""><strong>Explanation:</strong>  alexandria is egypt's smallest seaport, serving approximately 20 % of egypt's imports and exports."				1				6				
611e20464a435b1b494f042d	328	"<strong>Hypothesis:</strong> Toledo grew quickly and sloppily after the construction of the Miami and Erie Canal .<br> <hr size=""2""><strong>Premise:</strong> After construction of the Miami and Erie Canal , Toledo grew quickly ; it also benefited from its position on the railway line between New York City and Chicago .<br> <hr size=""2""><strong>Relationship:</strong> neutral <br> <hr size=""2""><strong>Explanation:</strong>  toledo grew quickly and sloppily after the construction of the miami and erie canal."				1				6				
611e20464a435b1b494f042d	204	"<strong>Hypothesis:</strong> an edinburgh taxi driver who took thousands of people to a festival has revealed he has been given the chance to take up the art exhibition.<br> <hr size=""2""><strong>Premise:</strong> Ryan Walls took pictures of 101 passengers during the Edinburgh Festival in 2015. The 42-year-old said only two people refused out of the 103 people he asked due to being in a hurry and having a bad hair day. Now the father-of-three's pictures will go on display at Out of the Blue Drill Hall, Dalmeny Street, in August. Mr Walls told the BBC Scotland news website how he took photographs of a hen party, stag do, football fans, a chef, a high court judge and a TV agony aunt from Kuwait. He said: ""Everyone was so nice. One of the pictures is of a passenger who was in such a hurry that he couldn't wait for another taxi when I discovered the central locking system was broken so I had to pull him in and out of the taxi window. ""I also had an elderly former English teacher who had suddenly decided she wanted to go out to a show at the festival at the last minute and she had lots of words of encouragement for me so I really enjoyed chatting with her. ""I also got a Jambo fan and was worried I wasn't going to get a Hibs fan but luckily I did. ""I'm really interested in people and wanted to capture that moment in my cab, I only had seconds to take a few pictures and I'm really pleased with the end result."" The exhibition runs from 31 July until 5 August.<br> <hr size=""2""><strong>Relationship:</strong> contradiction<br> <hr size=""2""><strong>Explanation:</strong>  ryan walls took pictures of 101 passengers during the edinburgh festival in 2015."			4							2	1	
611e20464a435b1b494f042d	254	"<strong>Hypothesis:</strong> Berkians will guard dragons ' secrets in the film How to Train Your Dragon : The Hidden World .<br> <hr size=""2""><strong>Premise:</strong> Hiccup vows that Hooligans will guard the secret of dragons until humankind can co-exist peacefully with each other and dragons can return in peace.<br> <hr size=""2""><strong>Relationship:</strong> contradiction <br> <hr size=""2""><strong>Explanation:</strong>  hooligans are not berkians."				1				6				
611e20464a435b1b494f042d	358	"<strong>Hypothesis:</strong> Two people are riding motorbikes<br> <hr size=""2""><strong>Premise:</strong> Two people are not riding motorbikes<br> <hr size=""2""><strong>Relationship:</strong> contradiction <br> <hr size=""2""><strong>Explanation:</strong>  people cannot be riding and not riding motorbikes at the same time."				1				6				
611e20464a435b1b494f042d	48	"<strong>Hypothesis:</strong> A boy is hanging a fishing rod and running in front of a fish<br> <hr size=""2""><strong>Premise:</strong> There is no boy hanging a fishing rod and running in front of a fish<br> <hr size=""2""><strong>Relationship:</strong> contradiction <br> <hr size=""2""><strong>Explanation:</strong>  there is no boy hanging a fishing rod and running in front of a fish."				1				6				
5e8e55509422bb10abed1f54	Explanation-Evaluation-consent.html	consent	I have read and understood the instructions.:::Yes	I want to participate in this research and continue with the study.:::Yes										
5e8e55509422bb10abed1f54	451	"<strong>Hypothesis:</strong> rescuers in the southern indian state of uttar pradesh are searching for the death of 10 whales after they were stranded on a beach on the southern island of<br> <hr size=""2""><strong>Premise:</strong> Thirty-six whales were rescued and pushed back into the sea at Tuticorin on Tuesday, but 28 of them floated back to the shore and died on Wednesday. Earlier, 45 whales died after 81 of the animals were stranded on Monday. The last time such an incident occurred in Tuticorin was in 1973 when 147 whales died. Local fishermen, helped by officials, have been using mechanised boats to float the stranded whales back into the sea, but many of the animals have returned to the shore, BBC Hindi's Imran Qureshi reports. ""This is a well known phenomenon. When there is mass stranding, whales return ashore. Pilot whales are very social animals and they live in groups. They are very aware that some of their group members are in distress on the shore, possibly dead, so they don't wish to go back into the sea,"" whale expert Dr Kumaran Sathasivam said. The dead whales are being buried near the shore at Tuticorin, officials say.<br> <hr size=""2""><strong>Relationship:</strong> contradiction<br> <hr size=""2""><strong>Explanation:</strong>  28 of the 36 whales rescued and pushed back into the sea at Tuticorin on Wednesday died. rescuers are still searching for 10 whales who died in the incident."			4				5		4			
5e8e55509422bb10abed1f54	126	"<strong>Hypothesis:</strong> The woman and the man are not travelling by car<br> <hr size=""2""><strong>Premise:</strong> A woman is driving a car and is talking to the man who is seated beside her<br> <hr size=""2""><strong>Relationship:</strong> contradiction <br> <hr size=""2""><strong>Explanation:</strong>  the woman and the man are travelling by car and neither is travelling by car."					2						1	
